Fecha,Year,IDCliente,IDProducto,Ventas,Costos,Unidades,IDVenta
2024-02-13,2024,C002,P002,1137.50,887.75,99,220
2024-02-13,2024,C003,P001,1256.16,887.75,98,221
2024-02-13,2024,C003,P002,1100.46,887.75,98,222
2024-02-14,2024,C001,P001,1153.17,889.50,101,223
2024-02-14,2024,C001,P002,1192.48,889.50,101,224
2024-02-14,2024,C002,P001,1296.39,889.50,100,225
2024-02-14,2024,C002,P002,1148.79,889.50,100,226
2024-02-15,2024,C001,P001,1272.23,891.25,102,227
2024-02-15,2024,C001,P002,1087.86,891.25,102,228
2024-02-15,2024,C002,P001,1166.59,891.25,101,229
2024-02-15,2024,C002,P002,1062.72,891.25,101,230
2024-02-15,2024,C003,P001,1194.48,891.25,100,231
2024-02-15,2024,C003,P002,1205.00,891.25,100,232
2024-02-16,2024,C001,P001,1235.73,893.00,103,233
2024-02-16,2024,C001,P002,1129.03,893.00,103,234
2024-02-16,2024,C002,P001,1179.00,893.00,102,235
2024-02-16,2024,C002,P002,1208.94,893.00,102,236
2024-02-16,2024,C003,P001,1154.26,893.00,101,237
2024-02-16,2024,C003,P002,1036.44,893.00,101,238
2024-02-17,2024,C001,P001,1193.76,894.75,104,239
2024-02-17,2024,C001,P002,1063.66,894.75,104,240
2024-02-18,2024,C001,P001,1252.88,896.50,105,241
2024-02-18,2024,C001,P002,1069.09,896.50,105,242
2024-02-18,2024,C002,P001,1206.05,896.50,104,243
2024-02-18,2024,C002,P002,1231.23,896.50,104,244
2024-02-19,2024,C001,P001,1273.17,898.25,106,245
2024-02-19,2024,C001,P002,1210.92,898.25,106,246
2024-02-19,2024,C002,P001,1308.13,898.25,105,247
2024-02-19,2024,C002,P002,1067.77,898.25,105,248
2024-02-19,2024,C003,P001,1216.10,898.25,104,249
2024-02-19,2024,C003,P002,1160.14,898.25,104,250
2024-02-20,2024,C001,P001,1229.88,900.00,107,251
2024-02-20,2024,C001,P002,1168.12,900.00,107,252
2024-02-20,2024,C002,P001,1224.93,900.00,106,253
2024-02-20,2024,C002,P002,1138.01,900.00,106,254
2024-02-20,2024,C003,P001,1315.66,900.00,105,255
2024-02-20,2024,C003,P002,1183.91,900.00,105,256
2024-02-21,2024,C001,P001,1170.16,901.75,108,257
2024-02-21,2024,C001,P002,1162.38,901.75,108,258
2024-02-21,2024,C002,P001,1269.23,901.75,107,259
2024-02-21,2024,C002,P002,1105.18,901.75,107,260
2024-02-22,2024,C001,P001,1197.18,903.50,109,261
2024-02-22,2024,C001,P002,1139.98,903.50,109,262
2024-02-22,2024,C002,P001,1217.09,903.50,108,263
2024-02-22,2024,C002,P002,1199.85,903.50,108,264
2024-02-22,2024,C003,P001,1264.92,903.50,107,265
2024-02-22,2024,C003,P002,1086.15,903.50,107,266
2024-02-23,2024,C001,P001,1183.41,905.25,110,267
2024-02-23,2024,C001,P002,1113.30,905.25,110,268
2024-02-23,2024,C002,P001,1244.86,905.25,109,269
2024-02-23,2024,C002,P002,1212.48,905.25,109,270
2024-02-23,2024,C003,P001,1210.00,905.25,108,271
2024-02-23,2024,C003,P002,1098.52,905.25,108,272
2024-02-24,2024,C001,P001,1219.50,907.00,111,273
2024-02-24,2024,C001,P002,1212.78,907.00,111,274
2024-02-24,2024,C002,P001,1239.50,907.00,110,275
2024-02-24,2024,C002,P002,1246.15,907.00,110,276
2024-02-25,2024,C001,P001,1283.35,908.75,112,277
2024-02-25,2024,C001,P002,1198.93,908.75,112,278
2024-02-26,2024,C001,P001,1307.99,910.50,113,279
2024-02-26,2024,C001,P002,1067.87,910.50,113,280
2024-02-26,2024,C002,P001,1195.68,910.50,112,281
2024-02-26,2024,C002,P002,1157.82,910.50,112,282
2024-02-26,2024,C003,P001,1171.38,910.50,111,283
2024-02-26,2024,C003,P002,1121.79,910.50,111,284
2024-02-27,2024,C001,P001,1147.79,912.25,114,285
2024-02-27,2024,C001,P002,1212.00,912.25,114,286
2024-02-27,2024,C002,P001,1287.29,912.25,113,287
2024-02-27,2024,C002,P002,1106.09,912.25,113,288
2024-02-27,2024,C003,P001,1274.57,912.25,112,289
2024-02-27,2024,C003,P002,1074.98,912.25,112,290
2024-02-28,2024,C001,P001,1147.24,914.00,115,291
2024-02-28,2024,C001,P002,1086.92,914.00,115,292
2024-02-28,2024,C002,P001,1219.97,914.00,114,293
2024-02-28,2024,C002,P002,1132.60,914.00,114,294
2024-02-29,2024,C001,P001,1207.30,915.75,116,295
2024-02-29,2024,C001,P002,1123.03,915.75,116,296
2024-02-29,2024,C002,P001,1208.79,915.75,115,297
2024-02-29,2024,C002,P002,1256.59,915.75,115,298
2024-02-29,2024,C003,P001,1185.32,915.75,114,299
2024-02-29,2024,C003,P002,1132.37,915.75,114,300
2024-02-30,2024,C001,P001,1283.51,917.50,117,301
2024-02-30,2024,C001,P002,1112.22,917.50,117,302
2024-02-30,2024,C002,P001,1233.39,917.50,116,303
2024-02-30,2024,C002,P002,1227.11,917.50,116,304
2024-02-30,2024,C003,P001,1305.51,917.50,115,305
2024-02-30,2024,C003,P002,1216.07,917.50,115,306
2024-02-31,2024,C001,P001,1252.57,919.25,118,307
2024-02-31,2024,C001,P002,1239.78,919.25,118,308
2024-02-31,2024,C002,P001,1309.68,919.25,117,309
2024-02-31,2024,C002,P002,1179.08,919.25,117,310
2024-02-31,2024,C003,P001,1291.64,919.25,116,311
2024-02-31,2024,C003,P002,1123.05,919.25,116,312
2024-03-01,2024,C001,P001,1099.71,866.75,87,313
2024-03-01,2024,C001,P002,1150.88,866.75,87,314
2024-03-01,2024,C002,P001,1114.38,866.75,86,315
2024-03-01,2024,C002,P002,1108.13,866.75,86,316
2024-03-01,2024,C003,P001,1286.18,866.75,85,317
2024-03-01,2024,C003,P002,1027.62,866.75,85,318
2024-03-02,2024,C001,P001,1095.17,868.50,88,319
2024-03-02,2024,C001,P002,1140.42,868.50,88,320
2024-03-02,2024,C002,P001,1188.60,868.50,87,321
2024-03-02,2024,C002,P002,1157.08,868.50,87,322
2024-03-03,2024,C001,P001,1151.79,870.25,89,323
2024-03-03,2024,C001,P002,1024.18,870.25,89,324
2024-03-03,2024,C002,P001,1119.25,870.25,88,325
2024-03-03,2024,C002,P002,1023.92,870.25,88,326
2024-03-03,2024,C003,P001,1092.45,870.25,87,327
2024-03-03,2024,C003,P002,1106.68,870.25,87,328
2024-03-04,2024,C001,P001,1130.21,872.00,90,329
2024-03-04,2024,C001,P002,1171.14,872.00,90,330
2024-03-04,2024,C002,P001,1115.36,872.00,89,331
2024-03-04,2024,C002,P002,1091.24,872.00,89,332
2024-03-04,2024,C003,P001,1109.67,872.00,88,333
2024-03-04,2024,C003,P002,1178.80,872.00,88,334
2024-03-05,2024,C001,P001,1265.14,873.75,91,335
2024-03-05,2024,C001,P002,1162.63,873.75,91,336
2024-03-05,2024,C003,P001,1243.23,873.75,89,337
2024-03-05,2024,C003,P002,1027.32,873.75,89,338
2024-03-06,2024,C001,P001,1266.70,875.50,92,339
2024-03-06,2024,C001,P002,1051.94,875.50,92,340
2024-03-06,2024,C002,P001,1209.84,875.50,91,341
2024-03-06,2024,C002,P002,1201.05,875.50,91,342
2024-03-06,2024,C003,P001,1251.42,875.50,90,343
2024-03-06,2024,C003,P002,1214.06,875.50,90,344
2024-03-07,2024,C001,P001,1252.99,877.25,93,345
2024-03-07,2024,C001,P002,1180.49,877.25,93,346
2024-03-07,2024,C002,P001,1105.61,877.25,92,347
2024-03-07,2024,C002,P002,1176.56,877.25,92,348
2024-03-07,2024,C003,P001,1209.40,877.25,91,349
2024-03-07,2024,C003,P002,1200.59,877.25,91,350
2024-03-08,2024,C001,P001,1152.59,879.00,94,351
2024-03-08,2024,C001,P002,1107.84,879.00,94,352
2024-03-08,2024,C002,P001,1190.78,879.00,93,353
2024-03-08,2024,C002,P002,1063.81,879.00,93,354
2024-03-08,2024,C003,P001,1235.21,879.00,92,355
2024-03-08,2024,C003,P002,1197.78,879.00,92,356
2024-03-09,2024,C002,P001,1253.10,880.75,94,357
2024-03-09,2024,C002,P002,1035.53,880.75,94,358
2024-03-09,2024,C003,P001,1270.61,880.75,93,359
2024-03-09,2024,C003,P002,1055.63,880.75,93,360
2024-03-10,2024,C001,P001,1169.48,882.50,96,361
2024-03-10,2024,C001,P002,1075.65,882.50,96,362
2024-03-10,2024,C002,P001,1128.40,882.50,95,363
2024-03-10,2024,C002,P002,1072.62,882.50,95,364
2024-03-10,2024,C003,P001,1246.04,882.50,94,365
2024-03-10,2024,C003,P002,1146.62,882.50,94,366
2024-03-11,2024,C001,P001,1206.72,884.25,97,367
2024-03-11,2024,C001,P002,1059.98,884.25,97,368
2024-03-11,2024,C002,P001,1290.99,884.25,96,369
2024-03-11,2024,C002,P002,1172.18,884.25,96,370
2024-03-11,2024,C003,P001,1202.51,884.25,95,371
2024-03-11,2024,C003,P002,1103.97,884.25,95,372
2024-03-12,2024,C001,P001,1143.56,886.00,98,373
2024-03-12,2024,C001,P002,1212.30,886.00,98,374
2024-03-12,2024,C002,P001,1162.28,886.00,97,375
2024-03-12,2024,C002,P002,1079.20,886.00,97,376
2024-03-12,2024,C003,P001,1150.80,886.00,96,377
2024-03-12,2024,C003,P002,1196.51,886.00,96,378
2024-03-13,2024,C001,P001,1214.54,887.75,99,379
2024-03-13,2024,C001,P002,1148.42,887.75,99,380
2024-03-13,2024,C002,P001,1222.15,887.75,98,381
2024-03-13,2024,C002,P002,1116.63,887.75,98,382
2024-03-14,2024,C001,P001,1165.21,889.50,100,383
2024-03-14,2024,C001,P002,1203.82,889.50,100,384
2024-03-14,2024,C002,P001,1117.82,889.50,99,385
2024-03-14,2024,C002,P002,1063.46,889.50,99,386
2024-03-14,2024,C003,P001,1220.42,889.50,98,387
2024-03-14,2024,C003,P002,1216.39,889.50,98,388
2024-03-15,2024,C002,P001,1290.29,891.25,100,389
2024-03-15,2024,C002,P002,1067.45,891.25,100,390
2024-03-15,2024,C003,P001,1226.19,891.25,99,391
2024-03-15,2024,C003,P002,1137.49,891.25,99,392
2024-03-16,2024,C001,P001,1269.18,893.00,102,393
2024-03-16,2024,C001,P002,1129.36,893.00,102,394
2024-03-16,2024,C002,P001,1272.45,893.00,101,395
2024-03-16,2024,C002,P002,1230.34,893.00,101,396
2024-03-16,2024,C003,P001,1154.95,893.00,100,397
2024-03-16,2024,C003,P002,1206.80,893.00,100,398
2024-03-17,2024,C001,P001,1317.03,894.75,103,399
2024-03-17,2024,C001,P002,1157.82,894.75,103,400
2024-03-17,2024,C002,P001,1312.63,894.75,102,401
2024-03-17,2024,C002,P002,1142.08,894.75,102,402
2024-03-17,2024,C003,P001,1170.27,894.75,101,403
2024-03-17,2024,C003,P002,1151.07,894.75,101,404
2024-03-18,2024,C001,P001,1279.91,896.50,104,405
2024-03-18,2024,C001,P002,1176.40,896.50,104,406
2024-03-18,2024,C002,P001,1189.92,896.50,103,407
2024-03-18,2024,C002,P002,1094.64,896.50,103,408
2024-03-19,2024,C001,P001,1308.04,898.25,105,409
2024-03-19,2024,C001,P002,1204.59,898.25,105,410
2024-03-19,2024,C003,P001,1299.82,898.25,103,411
2024-03-19,2024,C003,P002,1136.02,898.25,103,412
2024-03-20,2024,C001,P001,1251.98,900.00,106,413
2024-03-20,2024,C001,P002,1245.67,900.00,106,414
2024-03-20,2024,C002,P001,1128.44,900.00,105,415
2024-03-20,2024,C002,P002,1167.43,900.00,105,416
2024-03-20,2024,C003,P001,1300.33,900.00,104,417
2024-03-20,2024,C003,P002,1129.56,900.00,104,418
2024-03-21,2024,C001,P001,1286.67,901.75,107,419
2024-03-21,2024,C001,P002,1129.58,901.75,107,420
2024-03-21,2024,C002,P001,1195.33,901.75,106,421
2024-03-21,2024,C002,P002,1164.92,901.75,106,422
2024-03-21,2024,C003,P001,1149.90,901.75,105,423
2024-03-21,2024,C003,P002,1131.73,901.75,105,424
2024-03-22,2024,C001,P001,1291.57,903.50,108,425
2024-03-22,2024,C001,P002,1199.76,903.50,108,426
2024-03-22,2024,C002,P001,1327.03,903.50,107,427
2024-03-22,2024,C002,P002,1152.22,903.50,107,428
2024-03-22,2024,C003,P001,1131.17,903.50,106,429
2024-03-22,2024,C003,P002,1236.19,903.50,106,430
2024-03-23,2024,C001,P001,1137.98,905.25,109,431
2024-03-23,2024,C001,P002,1230.37,905.25,109,432
2024-03-23,2024,C002,P001,1328.71,905.25,108,433
2024-03-23,2024,C002,P002,1242.29,905.25,108,434
2024-03-23,2024,C003,P001,1259.50,905.25,107,435
2024-03-23,2024,C003,P002,1161.20,905.25,107,436
2024-03-24,2024,C001,P001,1150.65,907.00,110,437
2024-03-24,2024,C001,P002,1060.05,907.00,110,438
2024-03-25,2024,C001,P001,1192.23,908.75,111,439
2024-03-25,2024,C001,P002,1146.02,908.75,111,440
2024-03-25,2024,C002,P001,1182.96,908.75,110,441
2024-03-25,2024,C002,P002,1074.10,908.75,110,442
2024-03-25,2024,C003,P001,1326.92,908.75,109,443
2024-03-25,2024,C003,P002,1221.12,908.75,109,444
2024-03-26,2024,C001,P001,1243.24,910.50,112,445
2024-03-26,2024,C001,P002,1185.34,910.50,112,446
2024-03-27,2024,C001,P001,1252.03,912.25,113,447
2024-03-27,2024,C001,P002,1209.70,912.25,113,448
2024-03-27,2024,C002,P001,1178.86,912.25,112,449
2024-03-27,2024,C002,P002,1086.52,912.25,112,450
2024-03-27,2024,C003,P001,1236.10,912.25,111,451
2024-03-27,2024,C003,P002,1230.52,912.25,111,452
2024-03-28,2024,C001,P001,1281.21,914.00,114,453
2024-03-28,2024,C001,P002,1177.70,914.00,114,454
2024-03-28,2024,C002,P001,1307.61,914.00,113,455
2024-03-28,2024,C002,P002,1087.89,914.00,113,456
2024-03-28,2024,C003,P001,1311.47,914.00,112,457
2024-03-28,2024,C003,P002,1227.92,914.00,112,458
2024-03-29,2024,C002,P001,1229.57,915.75,114,459
2024-03-29,2024,C002,P002,1209.69,915.75,114,460
2024-03-29,2024,C003,P001,1243.15,915.75,113,461
2024-03-29,2024,C003,P002,1158.34,915.75,113,462
2024-03-30,2024,C001,P001,1316.82,917.50,116,463
2024-03-30,2024,C001,P002,1139.25,917.50,116,464
2024-03-30,2024,C002,P001,1323.66,917.50,115,465
2024-03-30,2024,C002,P002,1087.62,917.50,115,466
2024-03-30,2024,C003,P001,1220.11,917.50,114,467
2024-03-30,2024,C003,P002,1230.30,917.50,114,468
2024-03-31,2024,C001,P001,1288.68,919.25,117,469
2024-03-31,2024,C001,P002,1106.88,919.25,117,470
2024-03-31,2024,C002,P001,1239.02,919.25,116,471
2024-03-31,2024,C002,P002,1223.41,919.25,116,472
2024-03-31,2024,C003,P001,1183.57,919.25,115,473
2024-03-31,2024,C003,P002,1078.38,919.25,115,474
2024-04-01,2024,C001,P001,1203.69,866.75,86,475
2024-04-01,2024,C001,P002,1196.66,866.75,86,476
2024-04-01,2024,C002,P001,1110.23,866.75,85,477
2024-04-01,2024,C002,P002,1179.08,866.75,85,478
2024-04-01,2024,C003,P001,1215.42,866.75,84,479
2024-04-01,2024,C003,P002,1053.76,866.75,84,480
